x,y,z,j
4332.33,-1913.478,91,27.4
639.45,-3063.128,-63,37.74
4396.15,-2460.139,93,64.57
1786.04,-1082.696,-31,62.4
4686.6,-281.679,77,70.68
-330.98,-409.523,-36,97.89
4234.2,-745.454,52,94.11
4806.78,-3223.05,-54,64.31
3392.08,-1749.332,71,27.12
2262.95,-4414.821,27,67.91
1491.0,-891.256,58,15.84
4921.17,-4631.559,40,17.19
1354.18,-3280.92,20,29.76
100.05,-2817.204,-11,96.02
1689.94,-3588.339,-78,69.79
3501.7,-2146.437,-96,74.92
1008.52,-936.004,46,13.16
-152.65,-1929.023,54,35.16
1690.31,-4982.253,-21,23.47
4878.34,-2060.11,-44,51.04
202.66,-3818.527,88,23.17
-99.35,-1640.644,1,50.82
4749.7,-4791.689,22,92.05
1345.27,-899.554,42,86.44
3901.22,-1616.979,8,91.56
4202.98,-3756.795,6,65.79
336.78,-3334.406,58,38.9
4495.62,842.054,17,46.78
681.56,-3152.689,-90,66.35
4425.02,260.649,-42,75.33
588.33,-1096.477,12,37.97
-133.23,-2952.669,-86,45.06
4625.85,197.316,4,19.52
1639.71,-414.07,-70,45.51
923.1,-1987.575,-95,63.62
4082.46,-4186.491,-46,33.19
1814.17,-2334.033,63,83.23
1028.57,-2149.332,-53,86.76
3500.96,-1143.432,-65,77.97
3248.98,-2396.611,87,64.84
4489.75,-3728.842,83,64.33
4799.24,-3830.817,71,39.49
414.2,-867.835,39,26.91
2041.74,-4568.583,45,34.88
4077.17,-665.72,-63,50.39
1554.07,-3319.218,-17,63.28
1813.06,-3614.17,25,79.66
1456.16,550.348,-62,52.1
2933.68,-4423.358,-62,64.69
2185.61,-2324.94,21,18.12
4913.5,-2942.837,-6,86.33
4323.06,-3.16,77,21.22
4316.1,-4471.816,35,43.75
2402.97,-626.799,72,28.57
1944.9,-885.087,-31,48.45
4108.51,-4017.486,76,67.67
-689.89,-4603.758,85,26.33
2483.12,-1585.443,14,29.05
617.13,-4633.577,35,56.18
601.18,-4282.229,-66,65.22
1718.28,766.953,11,48.9
3017.61,-722.979,-8,14.01
214.58,-3300.915,-21,15.97
2222.22,-1268.057,-81,77.01
2922.91,-4531.107,-50,88.79
4304.55,-690.34,57,54.77
-678.08,-3577.696,69,68.15
3331.35,-1532.195,-85,70.75
2222.57,432.708,37,76.66
-729.34,-1639.423,-32,67.38
2290.9,-1857.968,4,82.94
390.53,-777.846,-3,66.28
1439.09,-4982.486,-78,91.37
-224.21,-3098.526,-51,79.38
-416.23,-935.322,46,45.42
3898.94,-1131.212,-78,91.16
329.25,-3749.937,-9,69.4
1478.28,89.906,1,77.84
1164.52,-3572.369,72,25.32
1895.5,-3181.449,86,13.34
583.05,-229.217,-46,72.86
3278.29,-762.582,-33,98.9
3564.37,746.573,-18,20.29
356.24,-2628.341,68,68.22
4397.42,-22.896,93,15.97
631.69,-2062.006,-19,37.04
3774.06,-3500.806,52,42.84
4815.93,-790.575,91,49.26
4015.63,-679.449,-7,79.88
2782.39,-2133.059,-72,58.33
4790.68,-727.083,-75,78.8
922.41,-2622.499,-27,16.75
4443.56,-1193.674,24,69.43
4312.54,-773.374,-72,16.76
1914.81,-1308.695,-45,29.84
856.23,-4400.019,45,92.41
787.4,-4583.577,14,19.15
-147.79,-2014.595,51,10.95
2472.42,-1207.482,36,90.18
2745.74,-4995.841,50,15.03
1923.98,-1259.522,-71,50.93
622.45,8.374,24,35.37
2335.48,-309.389,-72,96.46
2353.54,-590.808,-64,12.69
1309.77,-327.266,-99,36.51
4917.76,-3470.749,80,92.29
919.57,-4810.613,100,80.86
2198.79,-47.049,7,13.11
210.72,-4191.027,-57,10.79
3179.22,-3005.281,-82,84.75
2152.64,-6.504,-43,69.2
3516.09,-2834.956,-64,14.19
2005.68,118.607,16,11.7
202.17,-4111.877,-67,66.1
4697.41,-3570.943,26,84.82
1126.49,-3909.257,-16,59.42
1038.5,375.636,65,74.64
4844.17,-1235.882,40,98.65
2408.13,119.091,15,15.84
3962.91,-4869.588,-14,75.76
2909.16,-3817.602,72,66.6
-270.16,-1473.373,-92,26.64
3039.52,-344.157,16,99.92
4449.32,-4639.521,-27,94.19
2670.45,32.489,-3,12.99
4243.11,-385.137,3,71.25
2053.29,848.536,30,17.34
4263.83,-2460.27,-84,12.46
1202.92,-1519.257,21,87.44
2499.7,-3843.961,-64,12.01
3787.77,-2811.873,84,86.89
1990.09,-1285.714,-40,80.36
2884.73,769.249,-6,57.25
3299.6,-1923.258,-42,72.22
2594.98,-1920.149,-33,66.37
-994.61,303.964,62,56.85
2245.41,769.255,-42,80.52
-703.71,-3440.894,-46,37.06
2893.69,-2890.598,-19,60.71
3825.68,-4823.028,80,47.15
189.87,-1828.6,98,50.03
889.62,-70.538,18,24.42
-484.06,-494.978,35,35.01
-446.8,-3392.723,-8,17.45
-866.11,-291.275,-66,79.75
1929.58,-4172.948,-1,87.1
4238.09,-2923.786,-74,87.22
1959.14,-1443.006,14,84.42
722.37,-751.15,-13,91.28
1426.81,-270.48,-90,40.57
-646.73,711.477,2,11.33
4237.09,621.151,-41,36.81
-473.98,-4210.662,75,95.83
67.74,-514.636,-22,99.93
1259.14,-2407.126,44,41.88
-634.11,-2289.386,-52,64.4
819.93,-4297.137,-28,77.7
2276.12,-760.419,-87,98.82
4762.5,-1791.009,-33,24.24
4937.9,764.018,-54,65.69
2905.28,-4208.334,65,33.48
823.85,-2983.258,41,80.92
2159.6,-3241.22,81,57.11
2785.06,-1799.58,82,24.26
4771.79,73.255,-14,12.8
-635.54,603.552,91,91.04
2246.93,-716.937,34,76.93
-913.44,-2879.693,36,32.38
4928.77,-3601.963,6,27.53
3727.95,-3820.881,49,46.07
1753.97,436.076,-51,40.26
4274.76,-3841.74,85,89.7
640.27,-539.414,-51,99.97
1806.15,799.255,-56,83.86
1637.35,-315.476,-54,20.28
-336.43,-4911.043,-20,76.11
4871.15,-420.292,7,46.12
-612.89,-4915.385,-1,41.09
1369.52,970.392,30,81.31
2809.32,322.755,85,65.97
582.31,-4261.217,94,68.42
4777.45,-4130.155,6,99.29
4508.01,-3839.745,-53,96.4
-774.95,-728.748,86,29.66
3822.33,-2159.228,7,90.89
4921.38,-3421.01,24,24.31
-406.43,-1435.835,5,27.74
3984.34,-4496.424,24,96.65
3279.35,-1498.632,63,43.97
4323.26,-1649.171,27,91.61
1330.47,-766.437,-77,77.25
351.97,-307.187,-15,16.63
1426.89,-608.524,-3,76.51
4497.73,-2916.356,5,34.12
27.57,-415.206,-58,91.29
2992.58,-4664.836,64,25.14
1416.23,-1897.907,-100,85.09
952.64,-3494.961,2,19.9
750.46,855.8,28,21.59
846.72,-3963.463,-35,85.51
3973.05,-2977.728,28,24.22
452.05,820.202,67,69.72
4184.65,-1293.659,8,33.85
1656.48,-3412.677,6,97.12
3109.72,-4969.406,58,49.52
2329.8,-3119.628,-90,29.29
497.23,-124.555,-90,88.86
4385.01,-1593.223,19,41.95
-994.89,-4225.233,-50,33.77
2673.98,434.011,-25,92.08
-757.29,259.85,-51,84.74
3636.99,-4702.821,-85,41.65
162.04,-3582.154,-91,84.26
4463.81,-786.847,-11,24.8
2265.97,-3629.468,-61,86.77
194.48,-50.487,61,38.03
-931.11,-922.403,-2,38.95
-442.33,-939.823,89,23.2
-60.03,-3796.824,55,30.66
2222.05,820.189,11,95.23
4972.18,-309.056,98,80.78
978.04,-2440.936,26,30.16
4482.38,-75.101,61,49.86
908.04,-2834.924,100,57.38
857.51,201.586,28,68.19
3728.76,-3473.592,60,42.7
4618.81,-816.371,15,78.0
-494.11,-1424.745,43,56.42
-257.67,-1614.498,66,43.5
3501.16,-3129.821,-94,40.44
1309.45,-4260.847,32,32.66
2950.26,703.609,82,95.21
919.11,-1390.211,58,12.39
1667.35,-4977.569,-75,52.4
4666.75,-1809.284,-1,99.34
-906.22,37.117,47,97.67
2841.13,-1120.674,-87,83.34
2554.96,-925.751,-48,60.78
4972.07,-3468.335,82,89.06
60.13,-4161.294,-30,62.69
1173.2,146.44,76,75.23
1696.98,-389.401,97,17.29
4869.39,267.07,-68,93.65
2870.96,223.126,-24,26.03
73.35,899.171,37,74.84
501.47,-4725.861,80,57.78
1814.25,-1691.189,-87,42.99
121.26,-3837.794,-92,40.89
4514.43,-3766.811,-81,46.1
3688.1,965.461,95,46.46
2772.62,-472.187,30,64.19
3290.62,-10.077,-97,37.19
-452.44,-824.792,-20,70.51
824.88,218.595,-52,47.92
575.81,-1717.551,70,42.97
471.17,-4542.587,-3,67.92
4058.26,-1015.304,-14,28.26
3575.77,-2507.146,16,86.2
4030.71,-2788.154,-20,41.83
1762.27,-2800.05,73,47.34
4567.67,-2380.88,-64,65.07
333.49,-3974.825,-78,77.19
2096.73,728.902,95,80.19
45.32,-3785.635,63,60.74
-393.15,-4625.472,25,17.74
2224.19,-3.026,-56,99.47
2609.85,678.802,-89,49.86
1049.92,-3409.948,-49,21.78
-320.56,-1870.163,98,83.72
-432.41,-1734.789,-78,70.76
4443.23,111.292,-34,32.64
345.96,-337.597,75,20.75
1018.12,-4827.156,46,47.85
4495.38,-2047.873,78,78.6
11.2,-1874.983,-96,72.48
4059.64,-1760.958,-76,93.86
2228.45,-206.612,-95,10.38
4995.8,-1210.07,93,67.39
3664.5,-494.489,-40,62.14
1665.0,-2890.705,-48,99.49
-960.65,-1113.854,-80,63.9
4551.96,448.98,79,30.28
3420.46,-2624.252,-53,31.18
3268.56,-4460.928,31,62.11
2858.18,-3649.181,4,84.49
906.77,294.358,-92,22.74
643.06,-1571.683,23,36.76
-876.28,-4593.81,-55,61.73
2146.06,-4868.298,-25,99.41
3357.17,-90.608,49,59.93
3086.67,-3977.22,3,59.73
2350.29,-4112.171,-33,77.49
4270.71,896.777,39,17.08
918.95,-3588.672,-47,81.26
-31.44,-2903.848,-30,23.35
440.63,-2608.165,-87,93.41
354.6,440.541,60,21.39
4777.54,187.583,23,27.75
786.39,465.512,62,38.91
282.63,-1322.596,2,64.27
-749.09,-3510.08,-89,66.84
716.44,-1819.861,-15,35.76
4844.31,-3478.507,-87,37.57
457.08,-3617.513,28,35.65
1740.79,-4212.947,-84,90.48
4055.04,-1546.567,58,59.63
-250.9,-3511.009,-80,35.16
709.22,440.482,35,43.35
4635.24,950.624,73,23.18
-180.35,-1883.051,41,57.05
3887.32,851.103,100,46.61
2573.1,-1992.871,62,29.14
-603.84,-4122.575,-48,21.09
203.24,-3899.978,59,33.77
1008.45,-1860.512,-40,71.89
2936.95,-1795.263,-25,44.66
2435.03,-2723.72,86,86.84
2179.51,-3317.209,23,87.11
1708.56,-2608.088,-62,48.08
1970.22,-231.327,-36,62.0
1635.89,-385.103,-53,45.51
4826.35,-159.8,17,32.52
3762.5,-2183.544,-24,18.38
-74.08,-4590.676,17,25.03
-710.41,-1441.48,-52,16.51
230.71,-739.803,9,56.29
3639.08,-527.882,83,91.76
4563.02,886.427,-93,46.16
2602.29,-38.263,4,98.34
1565.02,-3474.616,-82,78.44
71.11,-4546.549,66,49.75
1401.94,-3765.63,-47,18.79
1543.18,-565.91,14,48.73
3340.92,-4683.579,-52,63.52
4661.0,-2666.616,24,98.95
141.09,-1718.607,91,53.71
772.23,749.669,-29,39.38
4878.75,-3391.597,-19,42.2
-70.82,97.749,100,78.49
138.0,-2238.967,-7,91.55
1411.61,-4836.892,32,49.54
2927.07,-1287.274,85,20.71
2513.48,-3260.887,0,10.41
2368.61,810.798,39,71.42
72.17,-4335.65,-81,40.79
4383.68,-432.567,-73,47.3
3142.32,-557.096,76,36.84
1871.61,-2879.271,-98,88.34
-651.69,-4925.039,-41,23.0
1638.48,-4488.885,95,43.94
2582.06,-2357.224,-69,72.69
322.95,775.992,35,35.92
2167.34,-4283.989,92,99.88
4907.08,485.321,41,19.59
3847.39,-2082.918,14,42.48
3196.85,-3640.986,-30,13.73
3671.01,-2172.327,-26,46.56
-310.0,-1465.622,-70,91.04
756.5,-4837.282,-54,53.54
500.74,-3808.734,-95,37.56
3635.15,-1616.372,39,70.79
3002.06,-2889.118,-30,31.95
63.18,-3167.331,19,69.42
3194.71,858.488,78,29.0
4782.84,-939.047,-95,20.36
2133.98,-4428.09,-48,34.78
790.98,-790.767,-25,66.04
3810.38,-2990.583,-40,19.91
2137.75,-2719.048,-3,31.02
-970.26,901.475,24,59.95
4972.11,791.35,99,21.43
1161.03,-3143.543,6,91.75
1919.47,-1637.958,-8,52.3
-753.44,-4898.275,-89,37.91
1849.39,-670.509,-15,89.98
2370.95,-1721.369,-49,89.5
2015.33,-28.981,93,55.07
259.63,-3169.654,-40,47.65
501.59,-2270.635,38,61.16
-208.78,-485.749,48,38.51
1542.46,-3111.334,-6,42.73
892.25,213.174,-18,89.12
-615.21,-1027.606,-78,78.44
1329.34,-3207.759,-64,12.19
991.05,-777.438,-25,15.31
2859.21,-2161.4,23,24.35
-618.16,-4761.168,7,15.06
187.95,-4870.138,86,84.78
3046.79,177.326,-88,51.91
-262.41,-3891.063,-71,26.86
3502.85,432.321,-4,18.64
-955.12,-182.872,-40,62.75
2737.17,-2223.123,-61,20.81
-122.52,8.258,30,26.88
2570.76,-40.54,17,53.67
1130.64,696.979,16,16.5
1805.21,-4099.881,60,93.41
2763.25,-2412.372,-36,61.54
2336.04,-1991.933,54,74.48
3605.96,-4585.783,93,57.18
4321.96,25.298,-41,56.18
4489.28,-3563.228,-47,78.39
-782.06,-3852.708,-4,30.35
2647.14,-1950.258,-63,91.85
3465.29,-3989.347,-24,63.24
12.13,-3815.369,58,64.06
7.62,-3939.94,9,20.07
3954.4,876.442,-48,11.51
2972.65,-4345.357,-44,64.98
-630.26,-4831.301,-8,50.59
-262.19,-334.069,-72,60.14
4379.2,-2764.826,-75,43.99
-646.82,564.782,-62,40.29
934.63,-3544.815,-11,36.16
-807.96,-3866.888,67,43.76
896.52,-3762.962,28,97.82
1873.34,-1402.129,18,47.73
2796.71,-2693.598,0,32.59
741.75,-172.986,45,97.71
1091.4,-1531.285,14,15.92
398.09,-2729.173,22,79.05
446.98,-1042.204,43,72.29
1965.48,854.554,-46,40.36
-495.89,224.56,19,88.16
2286.5,145.158,-61,47.48
284.42,-2696.731,69,49.92
397.66,-4762.27,-61,20.04
2886.88,952.793,-20,59.91
580.31,721.967,93,32.2
187.75,-528.361,-82,56.43
1830.25,-1867.621,-2,21.86
2295.84,-660.201,76,17.79
220.86,-1282.697,48,59.95
3052.35,-464.238,-58,22.14
1474.52,-1331.637,-98,88.0
1986.57,-2966.903,-61,90.94
-952.67,-1651.014,11,58.83
2980.81,-1973.275,-92,22.01
2355.12,574.026,-27,10.1
-253.37,-1426.389,-1,59.82
-547.43,-3623.64,42,80.5
476.08,-4398.311,97,78.53
2446.46,-4435.065,7,94.66
4590.97,-1877.803,-10,40.39
750.28,-3779.577,-98,32.18
4435.54,-2176.746,-59,50.14
3078.85,-3872.331,-3,73.07
1733.56,-0.081,18,63.99
3077.45,994.176,69,61.78
-760.1,441.812,24,66.07
1783.27,-1221.59,-50,92.39
2046.63,-429.872,-78,80.29
-825.02,-3810.897,37,49.48
2014.57,-4411.094,37,21.76
3970.64,96.437,-27,56.69
4489.45,-3904.067,-94,25.88
3923.94,-1383.398,-56,90.61
4860.76,297.476,66,53.66
1664.62,-3331.127,-13,49.81
3610.45,-4608.312,20,99.94
3771.67,-4179.529,57,66.45
4582.73,-3890.416,-32,26.27
148.56,27.547,69,70.04
1817.14,651.729,-27,46.98
3988.25,-581.761,-67,51.63
4234.21,-2689.425,99,33.93
1664.0,-3434.329,-3,53.68
2249.63,-4020.621,42,78.52
1425.78,-1000.601,32,76.08
1269.52,-1881.301,-86,84.39
4867.83,-1886.648,-95,32.99
4608.82,-4383.969,-63,16.27
953.67,-641.376,-82,97.82
401.87,-4853.56,11,66.94
4471.17,31.126,-85,43.47
4882.09,784.395,72,14.84
277.47,-4540.384,-73,40.65
-914.36,-563.313,-45,19.48
2308.43,-4775.645,36,77.44
-129.74,-3484.798,-36,19.26
1617.94,-1512.349,-87,51.89
1767.04,-2072.158,69,58.25
2739.19,978.142,22,88.36
3783.54,76.328,-72,75.5
1991.96,-2291.128,-79,79.5
2369.89,-303.66,-53,88.58
4385.87,-4523.678,88,41.79
-579.29,-3357.701,-85,21.72
1801.21,-1103.997,-8,30.35
2349.13,-4787.152,66,44.51
1951.09,-4274.784,66,67.0
4775.22,-2338.636,-33,91.52
419.16,-26.816,-53,81.17
4135.92,-374.225,-95,69.69
-383.25,-1062.224,-84,68.13
4491.61,-3097.55,-84,70.28
2387.36,-3404.84,100,51.13
2133.35,-3519.558,26,55.96
219.82,-176.006,-75,56.96
2696.7,-2735.502,-32,81.72
2164.98,-3425.341,-80,71.14
412.34,-4083.922,-46,54.86
2320.09,-436.096,16,24.38
996.41,714.489,74,75.47
4022.28,-1176.243,70,44.2
-663.77,829.564,-89,66.85
4657.33,-3465.823,-26,14.46
1469.62,530.759,-34,73.87
2698.62,-3703.986,-7,12.8
2875.04,-1504.715,75,95.37
2322.3,-1556.025,41,10.07
-800.12,-1007.494,51,38.8
762.8,673.543,-70,69.98
-52.63,-4837.397,-60,60.95
-329.74,-2368.906,72,61.37
1505.17,513.357,84,92.09
4252.55,245.644,11,86.64
4501.26,-3836.29,93,70.75
4760.34,797.406,-86,47.92
2742.73,-1552.099,-89,20.83
2947.35,-213.318,-12,63.66
4613.18,-3246.406,88,16.66
1814.26,172.606,39,79.98
2960.88,-374.268,100,81.25
-130.72,-314.424,-66,32.8
637.8,-2755.995,-34,12.61
2580.82,-4615.731,38,64.82
3382.11,-4743.868,-24,13.65
-578.87,-4696.411,-99,13.1
2543.87,467.968,-93,22.97
1866.96,-1351.853,-36,38.81
-223.04,-4770.315,-37,70.31
100.54,-412.897,21,47.81
568.79,-2630.577,-35,86.77
1498.41,-3335.165,44,32.13
55.64,-2056.262,19,52.41
278.76,-742.424,39,48.11
2904.49,-3408.052,-93,63.37
-410.73,-2108.978,49,48.33
2227.81,-2303.739,16,98.11
4931.1,-1952.172,-27,73.89
1086.43,-3348.594,-77,31.91
3013.25,889.119,-87,82.31
2144.83,-4650.08,-3,48.9
2350.76,-2612.478,-46,60.21
2477.28,-1451.689,62,51.11
2581.63,-4406.632,-8,30.94
3540.75,-387.763,-2,11.19
523.97,-4053.978,-31,14.75
3477.91,132.185,-62,21.38
3689.18,-103.763,-66,72.71
-285.51,671.035,91,25.23
4887.52,-580.587,77,24.36
2975.5,-2583.509,5,31.44
3309.7,858.238,60,56.04
237.65,-3220.523,-59,22.95
1352.19,-2701.503,-3,19.0
-530.36,-4396.384,47,83.82
1917.78,400.148,-57,15.13
2006.67,4.6,93,89.43
4035.93,-3093.637,-22,21.49
1018.39,-3443.259,9,75.58
2400.41,-3074.451,-25,14.55
2845.44,-714.273,-45,16.67
1481.64,-2288.724,56,58.28
1797.99,-2043.412,68,17.92
2783.07,197.557,97,19.61
3147.61,-3666.244,-89,72.4
632.18,-189.523,28,21.3
1760.07,-334.461,-87,52.75
2072.32,246.623,-21,65.68
22.48,-2836.642,9,37.91
4115.66,-1145.7,33,48.25
2214.05,863.717,23,55.1
4436.25,-3045.643,-71,60.67
2302.64,-627.381,-70,37.41
-922.07,-164.087,-65,21.15
3669.2,-3902.81,-88,19.59
3596.77,-3108.177,86,48.35
98.9,-3234.404,-84,82.02
1857.32,-4910.498,96,48.1
2247.88,-2274.509,95,15.48
851.08,-4844.811,80,83.54
731.18,816.719,75,22.8
3804.08,-550.971,-87,39.64
1441.95,-272.01,-12,82.37
189.65,804.09,42,63.57
864.51,-740.268,-50,45.58
2951.32,746.804,-72,35.46
545.77,-4112.371,14,35.62
-693.64,819.053,14,98.09
4529.09,-2012.099,51,78.05
2684.1,-1559.116,59,65.47
1635.19,-1930.769,-26,20.68
-179.51,-4444.788,-91,37.66
2379.48,-142.142,-44,96.83
4527.34,-1093.521,51,91.96
4369.09,-2588.633,26,39.66
1159.62,377.024,-71,79.56
4854.36,-102.066,-28,69.34
4681.6,-330.873,-65,76.47
1602.04,-3282.987,-56,44.25
1999.17,-4050.595,-17,89.77
1962.1,35.851,-93,38.1
4810.87,231.533,67,27.89
3047.09,-2592.052,-85,42.58
4094.68,-4753.808,56,30.91
514.66,-1546.94,-20,46.68
4827.24,63.615,74,28.44
2923.58,70.006,-2,37.39
154.65,-2586.292,19,15.37
279.23,473.676,-70,92.95
2695.21,-1800.563,7,67.15
3843.82,-1588.933,52,78.66
4050.76,-441.898,-76,20.7
2160.12,-1284.495,79,46.88
3428.7,-586.386,-77,40.09
-906.64,-2176.381,-75,85.81
3931.96,-3708.692,63,65.99
-162.81,-2084.351,-14,51.65
1046.91,-2036.921,31,82.04
3063.87,-3808.217,7,79.16
389.97,-2458.628,-16,30.41
-910.09,-4422.239,93,91.53
516.28,-3179.569,65,24.09
-16.11,-1328.062,60,19.81
2346.74,-4806.216,33,66.45
2332.46,-3154.764,-77,61.79
2087.52,696.026,13,49.65
3097.77,-4910.123,31,53.91
1619.99,-2374.227,-2,26.13
4567.76,-1852.036,-75,44.56
1573.0,-2617.179,-55,54.53
1289.83,-1937.331,23,95.45
2019.93,-4952.127,52,16.08
4095.99,290.433,2,38.01
2071.37,-4737.655,8,66.97
3180.08,592.735,74,93.58
1383.33,-1536.72,81,96.25
3905.58,418.453,83,23.51
4738.74,-760.16,-64,37.18
595.77,-3537.4,-65,29.04
630.38,-1617.709,7,87.76
51.96,-2494.567,-89,88.08
2817.02,-3796.059,44,52.11
1548.81,-156.457,90,53.52
-345.35,-1647.506,26,18.33
246.32,-4685.681,56,59.43
2518.35,-2091.027,73,94.87
2975.04,548.134,-96,84.66
175.62,-3154.2,-52,18.38
3174.17,-4797.71,-21,32.99
3086.16,-4299.403,57,96.94
424.33,-2409.053,9,40.14
263.71,-4214.129,20,86.24
3263.56,706.426,-20,31.06
4595.87,-4181.764,6,62.07
-394.81,-3402.074,9,41.22
2105.73,-1980.836,35,56.93
2821.01,846.606,86,42.92
4041.37,-3235.743,72,47.39
2672.87,-2972.543,-13,36.47
996.96,-3740.35,-56,73.47
1045.26,-1528.02,-80,50.95
3376.69,901.298,-78,26.53
194.23,68.335,-64,43.97
3676.54,-1377.994,-46,18.04
1030.04,-753.68,21,16.48
118.35,-3595.553,84,57.2
4249.7,181.494,-6,92.22
2382.24,-4007.39,34,17.06
-934.78,-1908.241,-55,44.52
4619.17,-727.66,-71,27.65
2970.53,-2313.454,98,89.76
2284.97,-2735.598,35,63.25
-681.48,-3098.396,-55,48.57
4383.76,-2661.94,51,14.0
520.04,-4691.192,-23,57.63
502.96,-632.294,-21,58.32
2328.1,-3730.474,45,32.52
3352.31,-1947.383,78,77.77
4793.48,-1350.381,53,58.35
3477.35,-392.441,-96,50.07
4288.16,-959.197,-89,11.18
4979.93,-4016.546,-61,51.63
2701.07,0.691,73,52.27
1278.13,-484.546,57,35.04
2455.89,-975.25,-57,47.09
1935.8,-2356.345,35,98.02
3248.67,-398.577,67,63.77
-361.2,-3663.831,79,74.22
4002.59,358.153,-82,56.64
3174.54,-743.842,-34,58.39
1333.98,-3426.371,57,62.86
2657.03,131.139,-43,91.78
1315.92,-1572.945,3,79.3
3926.87,-3653.751,25,70.93
2502.46,-1286.069,-63,78.9
589.98,-1275.735,88,81.4
4809.24,-1338.296,-16,66.97
4625.62,-574.178,-83,17.0
2631.5,-1759.887,72,78.02
1810.66,969.0,-55,80.44
95.35,-1306.461,3,72.75
3039.87,-4609.948,-77,69.44
-122.98,894.617,-5,55.14
3872.25,-38.962,87,87.72
234.84,-449.877,-74,46.76
371.55,-2142.888,-60,24.06
410.73,-2056.535,8,69.22
1376.96,-15.2,25,35.36
-705.22,-3650.083,70,55.13
4724.08,-2689.829,38,13.42
4205.38,-3580.946,97,94.59
2522.52,-2000.029,10,61.68
2815.56,-2111.747,17,71.95
1745.44,-3902.408,52,52.18
3177.38,-2912.592,61,94.91
-549.83,-1149.185,-41,56.38
-548.6,-4173.493,-80,51.94
-329.1,-707.015,-48,70.02
-263.05,-1186.556,-74,54.74
4394.43,-4420.322,-8,71.5
2926.53,-185.782,-91,85.25
1361.2,353.276,-75,57.92
439.01,-2925.988,2,89.89
3680.68,-857.744,-25,58.21
2807.88,445.456,-26,45.0
4899.46,-1915.3,-24,18.77
3244.6,-785.033,-89,61.12
3295.5,-3473.89,-39,14.34
4828.75,-2057.009,74,40.59
3146.56,-4614.5,-10,20.56
4953.88,350.482,-44,67.84
3554.61,-4523.832,55,17.96
2486.54,-2785.691,-78,56.62
-17.43,924.596,42,24.52
64.57,222.618,-77,99.36
4974.37,-3594.829,-61,54.74
3566.16,-1521.904,-62,70.47
1906.98,-3641.775,73,36.86
1996.24,721.538,63,46.5
3264.21,-1329.057,80,57.3
2674.17,-4877.45,-40,46.34
2805.21,808.229,8,90.05
1815.91,-4669.046,51,61.23
540.48,-3266.589,30,55.95
4281.64,-3652.844,-30,49.06
335.03,-2204.726,48,13.07
3629.02,-4471.42,-70,61.92
3621.6,-1349.224,94,83.32
1111.94,292.037,60,16.58
2505.11,-4253.105,9,40.64
1215.75,-3416.332,-35,32.95
3848.73,-3196.664,-63,70.25
4063.47,-927.852,-11,55.37
4825.2,-3856.889,4,48.45
-655.04,-4260.8,48,15.36
4802.94,-2336.561,39,98.58
96.15,-3105.612,64,77.25
1107.96,-3118.584,95,33.47
-508.9,-3919.74,-47,79.76
255.28,393.352,27,62.43
-238.88,-4457.602,-9,18.8
-850.98,973.768,-57,55.32
-889.76,-1690.797,57,99.28
-398.08,-72.61,-40,33.07
1064.94,-1735.592,7,28.28
788.1,-4769.24,42,89.46
1934.62,-3493.596,14,54.46
-135.92,-498.741,82,90.32
4449.97,-1228.988,61,95.26
2589.89,-2556.636,7,28.18
1274.26,-4810.061,73,83.68
2020.23,-4154.934,-51,22.0
3852.35,-372.098,73,53.42
2382.19,-674.997,-7,50.44
1503.33,-68.91,-82,38.34
-912.49,-3195.135,-100,69.96
3018.63,-1992.462,81,60.25
2705.57,286.446,72,32.32
3023.61,6.881,-94,33.2
3599.8,-561.459,67,29.92
2242.58,-2130.136,73,12.67
2100.19,-618.592,95,46.03
4834.99,-2242.604,-12,88.03
4735.42,-2081.575,41,10.42
-862.75,-4956.033,-77,15.1
4705.2,865.012,57,73.95
942.69,-2862.335,-73,21.02
122.26,-2202.742,-29,16.79
4058.34,-1432.293,-71,45.88
874.99,52.797,4,23.48
1809.3,-3751.506,-60,88.31
2936.99,-1426.499,-97,78.8
2732.47,-2952.338,92,36.13
2499.22,-378.773,-47,75.11
4684.13,803.962,-33,47.72
2165.41,985.342,31,23.45
2081.45,-4521.783,-84,62.86
-110.43,-1226.433,-84,46.88
4475.37,-4429.749,-41,37.75
602.06,-226.136,-99,66.45
4653.35,296.01,-18,29.5
4881.42,-2522.405,98,93.1
4306.39,-333.68,58,18.15
2924.01,-3250.682,-87,42.06
2114.6,-1339.108,-34,22.86
193.89,-4915.596,72,35.79
3303.93,-2524.831,-72,90.12
3601.36,976.231,25,78.46
4901.57,-4714.434,58,84.87
13.29,-3571.932,-49,15.7
-910.29,-1240.619,-11,62.3
3389.5,-2750.143,68,63.37
3126.73,-4251.908,-54,41.93
3109.47,-609.172,-1,68.05
1609.88,-3314.63,65,48.56
-860.18,-2223.431,-80,72.15
3078.69,-1699.778,-52,55.86
2124.43,-2173.085,-4,53.61
2530.2,-371.643,-21,35.13
3599.25,-2282.008,-81,18.39
1274.3,-509.746,-73,19.91
2945.23,-16.631,7,77.7
3607.99,-4805.578,33,74.43
2867.85,-1860.502,-80,39.5
726.98,-1644.505,89,68.81
4153.0,764.39,-3,69.78
4500.75,-2756.432,40,91.24
2746.28,-4272.557,-72,60.01
2673.12,-3973.582,-8,75.47
-898.07,-3049.016,49,73.58
